Compound,HMDB,KEGG,High.Confidence.Annotation,Compound.Name,Retention.Time,m.z,Cluster..if.DA.,Putative.Chemical.Class,Adduct,hmdb_name,hmdb_theoretical_mz,hmdb_mz_diff,hmdb_ppm_error,hmdb_best_adduct,hmdb_match_quality,hmdb_match_strategy,kegg_theoretical_mz,kegg_mz_diff,kegg_ppm_error,kegg_best_adduct,kegg_match_quality,kegg_match_strategy
HILIC-neg_Cluster_0148: NA,,,True,,4.326844,141.016819,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0170: NA,,,True,,7.354584,147.029682,1.0,Hydroxy fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0177: NA,,,True,,1.773357,149.045209,1.0,Pentoses,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0198: NA,,,True,,7.201569,152.986134,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0205: NA,,,True,,3.822549,156.0277,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0209: NA,,,True,,7.441186,157.013961,1.0,Furanones,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0214: NA,,,True,,3.549432,157.123044,1.0,Fatty acid esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0219: NA,,,True,,7.148512,159.066016,1.0,Medium-chain fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0224: NA,,,True,,3.760328,161.045265,1.0,Hydroxy fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0240: NA,,,True,,4.321599,163.060891,1.0,Fatty alcohols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0251: NA,,,True,,3.621024,166.017544,1.0,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0252: NA,,,True,,5.051282,166.050682,1.0,M-methoxybenzoic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0256: NA,,,True,,4.623903,167.034802,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0282: NA,,,True,,4.311379,173.045293,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0287: NA,,,True,,5.674692,173.081804,1.0,Medium-chain fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0293: NA,,,True,,4.119442,174.076948,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0301: NA,,,True,,3.900922,175.043016,1.0,Thiocarboxylic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0314: NA,,,True,,7.32986,177.040285,1.0,Aldehydes,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0323: NA,,,True,,7.694891,180.030224,1.0,Pyridines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0325: NA,,,True,,8.676155,181.014068,1.0,Keto acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0333: NA,,,True,,7.407194,182.045812,1.0,Pyridines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0334: NA,,,True,,6.102083,182.045706,1.0,Pyridines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0353: NA,,,True,,3.684313,185.092948,1.0,Dipeptides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0354: NA,,,True,,3.892314,185.092778,1.0,Dipeptides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0375: NA,,,True,,7.083107,189.040234,1.0,Keto acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0378: NA,,,True,,7.088821,189.076669,1.0,Hydroxy acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0385: NA,,,True,,5.683886,190.071686,1.0,Tropane alkaloids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0397: NA,,,True,,4.706849,193.034991,1.0,Glucuronic acid derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0408: NA,,,True,,3.544433,194.996742,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0415: NA,,,True,,9.759952,197.009127,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0416: NA,,,True,,3.953901,197.012244,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0423: NA,,,True,,4.162434,198.040479,1.0,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0426: NA,,,True,,4.111899,198.077164,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0437: NA,,,True,,6.96276,200.056177,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0447: NA,,,True,,3.694325,203.028125,1.0,Indoles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0453: NA,,,True,,7.091917,203.09239,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0456: NA,,,True,,4.093276,204.087572,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0459: NA,,,True,,7.072189,205.071244,1.0,Hydroxy acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0464: NA,,,True,,5.332386,206.056851,1.0,Azoles,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0487: NA,,,True,,1.106757,210.113318,1.0,Phenols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0493: NA,,,True,,6.557161,212.05672,1.0,Tyrosine and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0511: NA,,,True,,3.481642,212.128908,1.0,Azoles,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0519: NA,,,True,,3.396521,213.185837,1.0,Fatty acid esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0524: NA,,,True,,3.939565,215.053866,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0535: NA,,,True,,3.446937,216.032979,1.0,Organic sulfuric acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0540: NA,,,True,,4.698922,217.002741,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0542: NA,,,True,,3.039856,217.002753,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0560: NA,,,True,,1.433887,221.066214,1.0,O-glucuronides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0570: NA,,,True,,7.183995,223.045681,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0571: NA,,,True,,1.724903,223.061018,1.0,Phenols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0578: NA,,,True,,4.074689,224.092533,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0585: NA,,,True,,9.94931,225.040309,1.0,Dicarboxylic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0589: NA,,,True,,3.597637,225.111252,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0614: NA,,,True,,4.276367,228.03338,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0615: NA,,,True,,4.727133,228.033645,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0624: NA,,,True,,3.972864,229.144271,1.0,Fatty acid esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0635: NA,,,True,,3.870287,231.063545,1.0,Alkyl-phenylketones,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0636: NA,,,True,,2.121033,231.098182,1.0,Glutamine and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0644: NA,,,True,,1.130735,232.118726,1.0,Acyl carnitines,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0646: NA,,,True,,3.864826,233.06639,1.0,Tricarboxylic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0650: NA,,,True,,7.000063,233.102753,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0674: NA,,,True,,3.701131,238.071915,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0684: NA,,,True,,3.459088,239.201545,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0688: NA,,,True,,4.813499,240.087213,1.0,Anisoles,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0704: NA,,,True,,7.208026,243.050717,1.0,Benzoic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0711: NA,,,True,,7.053485,243.123306,1.0,Fatty acids and conjugates,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0713: NA,,,True,,3.509897,243.196093,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0724: NA,,,True,,7.3698,247.045622,1.0,Tricarboxylic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0725: NA,,,True,,8.921883,247.05669,1.0,Peptidomimetics,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0730: NA,,,True,,7.081076,247.118484,1.0,Fatty acyl glycosides of mono- and disaccharides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0759: NA,,,True,,8.641543,254.066779,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0766: NA,,,True,,7.042035,255.08706,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0769: NA,,,True,,7.078289,255.159832,1.0,Monoterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0776: NA,,,True,,6.91165,257.077668,1.0,Pyrimidine nucleosides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0804: NA,,,True,,7.028832,261.072412,1.0,Peptidomimetics,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0808: NA,,,True,,6.968862,261.134068,1.0,Fatty acids and conjugates,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0810: NA,,,True,,6.911195,262.092902,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0816: NA,,,True,,5.968198,264.051321,1.0,Cinnamic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0823: NA,,,True,,5.719869,267.050967,1.0,p-Hydroxybenzoic acid alkyl esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0847: NA,,,True,,6.815247,271.155097,1.0,Tetrahydrofurans,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0870: NA,,,True,,2.412089,275.092214,1.0,Coumarins and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0874: NA,,,True,,6.877247,276.108521,1.0,Proline and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0877: NA,,,True,,8.890768,277.071477,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0894: NA,,,True,,3.275854,279.232813,1.0,Long-chain fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0895: NA,,,True,,14.802027,279.232723,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0908: NA,,,True,,7.393307,282.028541,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0920: NA,,,True,,9.045234,284.023113,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0926: NA,,,True,,4.729831,285.113077,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0932: NA,,,True,,3.674845,286.101285,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0944: NA,,,True,,3.801405,289.090627,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0949: NA,,,True,,6.801524,290.124133,1.0,Fatty acyl thioesters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0955: NA,,,True,,1.478659,292.155405,1.0,Phenylpropanes,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0965: NA,,,True,,1.085502,293.248516,1.0,Lineolic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0981: NA,,,True,,3.225243,297.243057,1.0,Long-chain fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0987: NA,,,True,,6.739339,299.186185,1.0,Secondary alcohols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0996: NA,,,True,,7.085273,301.092712,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0998: NA,,,True,,1.466972,301.144278,1.0,Stilbenes,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1000: NA,,,True,,7.096085,301.16546,1.0,Triacylglycerols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1010: NA,,,True,,4.324628,305.022685,1.0,Flavonoids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1016: NA,,,True,,3.899405,305.150951,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1020: NA,,,True,,4.563334,306.094543,1.0,Naphthalenes,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1023: NA,,,True,,7.774004,307.082229,1.0,o-Hydroxybenzoic acid esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1024: NA,,,True,,3.206577,307.263692,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1034: NA,,,True,,7.005257,311.223029,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1039: NA,,,True,,6.898513,312.109039,1.0,Phenolic glycosides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1042: NA,,,True,,1.130491,313.11907,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1046: NA,,,True,,6.994019,313.238201,1.0,Fatty acid esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1056: NA,,,True,,3.609835,315.144713,1.0,Hexoses,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1065: NA,,,True,,3.608539,316.187478,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1069: NA,,,True,,2.012974,317.139458,1.0,Macrolides and analogues,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1075: NA,,,True,,2.241645,319.118465,1.0,Phenols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1076: NA,,,True,,3.868976,319.166154,1.0,Phenethylamines,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1080: NA,,,True,,1.067457,320.257859,1.0,Organonitrogen compounds,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1083: NA,,,True,,6.901295,321.100999,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1091: NA,,,True,,3.861872,323.16065,1.0,Dipeptides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1102: NA,,,True,,10.485592,327.087177,1.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1105: NA,,,True,,6.917283,327.181178,1.0,Benzopyrazoles,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1110: NA,,,True,,3.04995,327.253762,1.0,Long-chain fatty alcohols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1118: NA,,,True,,2.220146,329.102644,1.0,Phenylbenzodioxanes,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2048: NA,,,True,,13.860889,600.288618,5.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2079: NA,,,True,,8.365732,609.22615,5.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2095: NA,,,True,,6.51007,611.284032,5.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2135: NA,,,True,,6.510547,625.278624,5.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2176: NA,,,True,,6.512082,647.261261,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0245: NA,,,True,,3.216703,321.109592,5.0,Lactones,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0431: NA,,,True,,3.62244,373.273173,5.0,Benzopyrans,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0482: NA,,,True,,3.734934,389.26846,5.0,Acyclic diterpenoids,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0633: NA,,,True,,3.623954,426.321847,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0808: NA,,,True,,7.773976,470.420158,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0823: NA,,,True,,8.291308,477.39094,5.0,Terpene glycosides,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1177: NA,,,True,,7.490671,590.481022,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1184: NA,,,True,,6.729223,591.417561,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1278: NA,,,True,,3.170994,613.299884,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1415: NA,,,True,,6.726637,653.45407,5.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2126: NA,,,True,,9.339145,871.57343,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0410: NA,,,True,,4.839844,195.029604,5.0,Phenol esters,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0584: NA,,,True,,8.888725,225.040201,5.0,P-methoxybenzoic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_0719: NA,,,True,,7.004868,245.139092,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1147: NA,,,True,,1.230226,333.089668,5.0,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1252: NA,,,True,,1.252888,360.109154,5.0,Cinnamic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1265: NA,,,True,,2.9534,362.236524,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1283: NA,,,True,,3.160329,369.173491,5.0,Phenylacetamides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1529: NA,,,True,,2.923629,451.378913,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1534: NA,,,True,,3.488833,453.337091,5.0,Triterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1542: NA,,,True,,3.815967,455.35309,5.0,Triterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1591: NA,,,True,,6.862281,470.229102,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1793: NA,,,True,,2.799037,574.450591,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1821: NA,,,True,,2.768925,602.445198,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1835: NA,,,True,,2.764195,616.461155,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0027: NA,,,True,,1.652958,109.101078,5.0,Unsaturated hydrocarbons,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0118: NA,,,True,,7.375013,140.070188,5.0,Pyrroles,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0119: NA,,,True,,7.560035,140.070284,5.0,Pyrroles,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0138: NA,,,True,,8.474723,144.1014,5.0,Tropane alkaloids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0165: NA,,,True,,1.644152,149.131971,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0207: NA,,,True,,6.234022,158.095805,5.0,Dipeptides,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0380: NA,,,True,,1.653737,189.163272,5.0,Cyclic olefins,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0396: NA,,,True,,1.934009,193.121748,5.0,Benzene and substituted derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0466: NA,,,True,,1.662244,207.173453,5.0,Sesquiterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0493: NA,,,True,,1.93331,211.132215,5.0,"Alpha-branched alpha,beta-unsaturated ketones",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0569: NA,,,True,,1.668083,225.183806,5.0,Long-chain fatty acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0618: NA,,,True,,6.234727,231.111985,5.0,Indoles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0639: NA,,,True,,1.900783,237.147684,5.0,"Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0721: NA,,,True,,6.102063,251.03562,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1058: NA,,,True,,1.920469,309.204945,5.0,Ketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1733: NA,,,True,,6.434708,468.247301,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1745: NA,,,True,,4.159045,472.242091,5.0,O-glycosyl compounds,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1821: NA,,,True,,6.015843,494.358343,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1930: NA,,,True,,1.823529,537.284344,5.0,Triterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1964: NA,,,True,,1.717463,551.422846,5.0,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_2155: NA,,,True,,1.593033,618.473685,5.0,Stigmastanes and derivatives,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0035: NA,,,True,,2.283358,173.080882,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0109: NA,,,True,,1.945344,229.144065,6.0,Fatty acid esters,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0136: NA,,,True,,1.839464,243.123451,6.0,Fatty acids and conjugates,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0197: NA,,,True,,1.839484,265.105757,6.0,Fatty acids and conjugates,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0388: NA,,,True,,5.591551,313.108384,6.0,Furanoid lignans,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0404: NA,,,True,,4.030277,315.124066,6.0,Flavonoids,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0500: NA,,,True,,1.534848,331.118765,6.0,Flavonoids,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0579: NA,,,True,,5.590328,349.084678,6.0,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0734: NA,,,True,,5.591054,376.103936,6.0,Thienopyridines,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0738: NA,,,True,,13.757851,377.142233,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0772: NA,,,True,,4.029544,383.110982,6.0,Flavonoids,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0814: NA,,,True,,9.760478,389.269252,6.0,Hydroxybenzoic acid derivatives,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_0953: NA,,,True,,13.760088,413.192125,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1278: NA,,,True,,9.76126,457.256657,6.0,Hydroxy acids and derivatives,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1377: NA,,,True,,8.785943,471.242028,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1379: NA,,,True,,7.50626,471.242259,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1392: NA,,,True,,8.355116,473.251328,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1501: NA,,,True,,7.848199,487.236908,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1537: NA,,,True,,8.788904,493.223479,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1873: NA,,,True,,8.281127,555.193776,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1874: NA,,,True,,8.789009,555.193968,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_1897: NA,,,True,,8.782953,561.210718,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2107: NA,,,True,,8.784013,616.162694,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2147: NA,,,True,,8.282595,629.197273,6.0,,,,,,,,no_id,,,,,,no_id,
C18-neg_Cluster_2172: NA,,,True,,13.758705,645.409939,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0148: NA,,,True,,3.956236,294.240299,6.0,Acetals,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0276: NA,,,True,,5.685177,327.227343,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0483: NA,,,True,,4.967303,391.182338,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0780: NA,,,True,,4.969503,459.170302,6.0,Oligosaccharides,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1064: NA,,,True,,8.197592,560.501933,6.0,Sphingolipids,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1266: NA,,,True,,5.688151,609.482667,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1342: NA,,,True,,5.680658,631.464254,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1436: NA,,,True,,8.991387,657.486902,6.0,"1-(1Z-alkenyl),2-acyl-glycerophosphates",,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1643: NA,,,True,,5.680736,699.452304,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1780: NA,,,True,,7.748292,738.548783,6.0,Sphingolipids,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1858: NA,,,True,,8.195642,773.597693,6.0,Organic phosphoric acids and derivatives,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1984: NA,,,True,,9.180858,822.642386,6.0,Ubiquinones,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2055: NA,,,True,,9.22562,848.65806,6.0,Sphingolipids,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2062: NA,,,True,,9.598315,850.673381,6.0,"1-alkyl,2-acylglycero-3-phosphocholines",,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2113: NA,,,True,,9.029304,866.669048,6.0,Glycerophosphoethanolamines,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2118: NA,,,True,,9.392148,868.688538,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2191: NA,,,True,,11.53522,893.700437,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2198: NA,,,True,,11.787073,895.718125,6.0,,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2261: NA,,,True,,11.397854,917.700029,6.0,,,,,,,,no_id,,,,,,no_id,
